id,cultura,tipo_solo,ph,umidade_pct,irrigacao_horas,n_mgkg,p_mgkg,k_mgkg,producao_ton_ha
262,soja,argiloso,6.57,12.1,4.5,650.5608791413139,38.8962452399958,179.93281165078153,3.630886049089867
263,laranja,latossolo,6.35,32.3,2.0,977.2006629919601,51.784848494474716,60.520787319527,39.10677790844714
264,laranja,arenoso,6.4,27.2,1.6,890.0806475950508,12.249766223553337,249.01021558992068,28.88537520883024
265,soja,misturado,5.19,33.3,2.4,1022.5258239374399,65.04398040633347,184.49150974094417,3.3936880504250766
266,soja,misturado,5.2,24.3,7.1,1058.8875815997721,50.69838055205225,117.8471937425571,3.3158741526990996
267,laranja,latossolo,5.16,20.8,2.7,1145.051747417803,61.24819232897852,198.80442707319003,33.28617202342081
268,laranja,latossolo,5.02,9.6,3.4,926.697349088533,36.54078205332856,223.3409440243865,30.15851782618949
269,soja,massape,6.47,26.1,4.5,1153.7242049206416,38.350188445857135,130.1797170238537,3.069964885282846
270,cana,massape,7.04,23.7,9.1,704.8450985218092,42.585954678013955,137.00491261409633,98.38614029714472
271,cana,arenoso,6.67,34.7,1.9,1081.7919658456262,77.0731357132731,239.6084528083803,79.45371140982607
272,soja,arenoso,6.88,14.5,0.1,991.8780832655707,64.771580407456,277.1385088150859,2.6606015519664
273,,argiloso,5.71,22.3,,946.6185305029575,46.985215492631205,151.76613945408644,65.85610550277306
274,soja,massape,6.46,25.6,9.0,988.9464468326235,48.81602657476176,80.50713917466155,3.2195727414301265
275,cana,misturado,5.56,25.4,6.5,707.8522243329076,54.523557173773995,121.7638707045265,86.23649878925666
276,cana,massape,6.08,23.2,2.7,660.6506380149955,80.87332231487188,211.98094466815206,96.46755127658487
277,laranja,misturado,5.94,29.0,1.8,1241.9656372153997,50.74079689585576,88.18708223917233,31.20408205890551
278,laranja,latossolo,5.03,13.5,2.9,866.2555643605459,45.68939094178155,137.50300801445886,28.39925472603172
279,cana,massape,5.66,27.6,1.1,863.4013156386599,39.92102405077518,167.55509288589778,97.13812589718822
280,cana,latossolo,7.39,24.7,9.4,679.5381051517417,48.523728712791616,94.63711881553996,85.15285487957141
281,laranja,arenoso,5.25,32.2,7.8,603.6443389006326,36.19467272473186,215.78607371256462,21.54756983610026
282,laranja,arenoso,4.9,30.9,4.6,882.3362242375435,52.44138507115309,191.63805091226249,20.457738390112215
283,laranja,argiloso,5.76,16.5,8.6,831.6824156982544,23.511050553126882,270.5727545715175,34.39343853802829
284,soja,massape,6.87,15.5,2.5,900.3468713484901,41.09249115890501,196.8876537514663,2.4019080834391753
285,cana,latossolo,6.25,34.5,7.2,917.430788076435,56.019492820910045,92.3466218660377,82.59111213148998
286,laranja,misturado,6.54,22.2,8.6,1397.8922162521387,50.53685481506031,181.8221436545515,42.90896746877512
287,cana,arenoso,5.07,32.5,3.6,832.284003852209,38.06063069922523,209.28130041095136,90.51080133172599
288,soja,arenoso,6.36,12.4,7.6,1215.9880215886892,41.51963234375042,212.3687288475208,
289,soja,misturado,5.47,25.4,3.0,1228.404843008989,60.53002030038317,103.38947112655583,2.626215373338728
290,laranja,latossolo,7.0,29.9,3.0,1050.7248570543968,26.843974559648682,96.2197378586715,36.08685284066608
291,soja,latossolo,6.39,33.6,1.1,852.9747334901776,26.931095281330048,81.6217728534593,3.7855311482777827
292,,massape,5.1,17.1,4.4,627.7055327734541,31.05549071733754,246.283919648332,93.21756294806076
293,laranja,massape,4.69,27.6,7.3,995.5887754667814,44.839832036000345,187.3727294305223,27.99720133511593
294,cana,argiloso,4.63,22.5,9.4,1103.762415940189,24.648928991157117,100.72688254747736,91.86414696329652
295,cana,arenoso,5.61,9.6,6.0,1249.5374928565968,59.29502389148972,157.63133632542724,83.21654729675377
296,soja,massape,5.3,26.6,8.6,710.0084091506436,31.135613117162016,142.57876119593857,2.9106956358062672
297,soja,latossolo,6.44,26.6,8.2,851.2947221629465,48.36533336614694,91.64511186205903,3.682533972601925
298,soja,misturado,6.0,33.1,1.7,711.2270819154306,36.31390348620896,152.17103663739618,3.279736537367116
299,soja,latossolo,5.3,21.4,4.9,773.3044015126155,44.01754378740411,161.44171726322634,3.508777585863515
300,soja,arenoso,4.95,14.2,1.2,1032.8775068471255,20.949811355118847,265.87518567911394,3.2515507037760933
301,laranja,latossolo,4.88,9.2,6.8,764.1390461268528,60.01974367814934,110.65874845402362,30.309096910234217
302,cana,argiloso,7.09,19.2,9.5,735.1457645365981,30.577530024428988,47.436040548279706,84.826087232107
303,cana,arenoso,5.23,16.2,1.4,1059.399172744455,29.00674918434446,87.06277587864136,83.8894017749255
304,cana,misturado,6.46,28.5,7.3,990.1477580087094,80.68513520103139,96.44115459406666,85.35987514573024
305,cana,argiloso,6.93,17.6,6.3,970.0022395870349,53.31460966436412,124.38436943802628,120.53043628555655
306,soja,arenoso,6.34,33.6,5.8,769.4225283601868,59.436246124246125,87.20977625237146,3.6209627943927747
307,cana,misturado,7.08,34.0,3.9,1158.6046556429403,51.88337094542848,199.3273203491364,116.03269500279427
308,laranja,argiloso,5.68,24.8,3.6,902.8980394639582,38.21279160020397,83.03803421943121,27.959487929959085
309,laranja,argiloso,7.37,33.1,0.5,1376.038027750954,25.397252138174842,151.20107809795383,26.454710153177395
310,cana,arenoso,4.9,28.5,,932.2332338940089,40.51769418861512,270.0115310113305,72.10963529949429
311,cana,massape,4.81,22.8,0.2,433.33043163056794,30.327609832116565,183.21409630581743,104.23877435947072
312,laranja,argiloso,6.48,12.9,5.8,424.42489304462623,31.228272413482216,177.04542070274155,23.47407546425447
313,laranja,argiloso,7.33,20.4,1.1,1024.7899883690936,21.25219006545455,261.4389720447096,37.04780378693345
314,soja,misturado,6.93,23.1,8.7,1160.0988304661612,46.71713939693244,224.7389738542184,2.8935246676918807
315,laranja,latossolo,4.73,31.3,5.2,743.2343740152301,68.6011822128877,183.9074620411562,32.43329934316213
316,soja,arenoso,5.34,21.0,7.0,1320.1957545554303,53.372050845396735,131.35638900333186,2.6635970066105417
317,soja,arenoso,7.29,32.2,4.1,1232.5997873988206,43.413144182224315,148.6386675126124,
318,soja,massape,5.26,26.2,5.6,942.1093526882296,44.39142190784772,145.7217679400276,3.3088326117785294
319,soja,massape,6.84,11.7,9.4,1007.8907884712263,5.0,125.91446714567348,3.061003593718605
320,soja,arenoso,6.98,34.9,0.8,1078.9060434777034,38.642468671509356,162.72219071297548,3.232269359266416
321,cana,massape,5.99,22.2,2.5,,23.599861571694912,171.04486182285936,83.02545873305367
322,laranja,misturado,5.66,18.6,7.8,1036.4271933491164,47.01618791853414,75.32229197050646,32.03466775015032
323,soja,arenoso,5.85,25.8,1.0,937.5863304542298,41.10036016997648,247.92254999773792,2.465299284405303
324,laranja,massape,5.18,10.9,0.8,1034.4602395173297,31.960431881886898,174.5878507843969,25.18540135985968
325,laranja,arenoso,,25.2,3.6,1007.4720562898451,46.67845056732899,134.23302228296293,34.27318173885478
326,soja,latossolo,5.85,21.5,0.9,1084.8820374549987,46.54918729510415,163.27055872376744,3.5249919693266376
327,cana,argiloso,7.15,19.0,5.9,585.9953413840926,67.77936059184641,205.82213346951602,100.25543514552416
328,soja,arenoso,4.82,33.7,2.3,963.170689989491,55.29626250670094,61.998815244846455,3.603515741909074
329,cana,argiloso,7.46,22.1,9.0,992.0881015159473,48.25459185055309,143.69635641118526,71.99781871588227
330,laranja,massape,5.83,13.9,7.8,885.4305665895656,30.787282895229115,78.84865350826003,31.304485855597882
331,cana,argiloso,4.64,20.4,7.0,1056.8332888435118,28.898413213387673,309.42022925853723,86.20231360111315
332,cana,arenoso,4.61,32.8,,1284.2335241138082,53.98272011154911,158.29116286611688,112.2167359815159
333,cana,latossolo,6.74,12.8,8.6,927.643426220888,41.99895941339355,79.33526114402962,94.62597498993291
334,laranja,massape,6.48,13.8,2.2,1038.344216141538,48.74048386689911,365.9680068418436,30.616837038388002
335,laranja,arenoso,6.91,8.4,8.7,1221.2529520903106,59.6700078625734,117.83888527317666,31.347121316706556
336,cana,massape,4.82,8.4,7.9,932.3129011883711,22.302918372872853,137.45520491542754,90.62614649999948
337,cana,misturado,4.61,30.4,7.5,722.3073595282382,65.95553077543491,141.79210560087824,90.30161353295287
338,soja,argiloso,6.03,27.8,5.6,1023.1557698175849,59.54072680423494,99.12281660585788,3.1934826522412325
339,cana,misturado,5.66,17.6,2.5,459.6667726403848,14.183396670185328,164.84112104976856,91.42567464424
340,soja,arenoso,5.89,26.9,4.2,440.32659240746403,80.29638673366466,20.0,3.679386672109078
341,cana,latossolo,7.47,18.7,7.9,966.6024094232516,49.82064478622185,215.15390297263747,97.72393682838502
342,soja,massape,7.41,33.7,0.3,431.00592338362674,37.82192549365569,82.33170775576677,3.6756467278414053
343,laranja,argiloso,7.33,34.1,7.8,636.9664515143618,52.78593335407388,125.0807086613813,35.54031823076036
344,cana,massape,6.85,18.6,2.4,823.9802872979355,30.337880445918962,195.09118042116975,98.4747054796471
345,cana,arenoso,5.56,31.1,1.4,755.7167300508227,53.19192529790327,137.73233890163309,92.54221496920924
346,cana,massape,5.74,28.9,1.2,870.4386992905764,33.09755312497033,140.1871351741424,71.27607040403558
347,cana,argiloso,6.15,16.4,0.3,1122.5740281536994,75.30539303205902,89.27535343621375,71.28078012605098
348,soja,arenoso,6.99,14.3,5.2,947.6961622727862,45.901502908596015,275.738893048227,3.2007462386954595
349,cana,massape,4.71,20.4,2.2,732.1359196441082,54.747345781092356,181.8889429323954,85.56104423257263
350,laranja,latossolo,5.77,29.1,9.9,1170.8882145568552,33.209023505217914,85.03290310385,34.99000765601631
351,laranja,arenoso,4.75,33.9,5.7,614.2285526911619,57.247440358400375,160.6909467634711,14.101465571022315
352,cana,arenoso,6.04,28.6,1.4,944.3767017544199,44.81129904746832,80.7919203209214,72.60152484708286
353,laranja,latossolo,7.2,31.1,6.9,591.9828049976591,23.822224375170826,253.34485763936698,27.028895427675817
354,,misturado,6.85,24.3,9.0,950.4635811461079,41.41855920167628,161.97827764251275,73.03770845640774
355,cana,argiloso,5.18,30.6,7.5,836.2745192214804,73.96666603293806,91.467208325576,75.42271193955682
356,laranja,misturado,7.43,29.2,0.8,1116.4475823052735,57.88465539064962,191.855444137435,25.50418952057282
357,cana,massape,6.5,18.2,9.0,1044.137894238846,39.315373966402596,133.3154596771012,73.65008963110877
358,laranja,latossolo,4.53,22.9,7.9,782.5721336016675,16.962513584985977,72.70628066865115,24.137878362922617
359,soja,misturado,5.27,29.7,1.6,744.2120718367518,32.512632326540526,172.8627800340126,3.8452930254777806
360,cana,arenoso,5.28,9.2,0.5,836.9806533935781,23.902889939483078,171.17051004827363,92.37182008194375
361,soja,massape,4.71,29.8,5.6,1275.1142920068678,17.32487990349753,218.26401795404388,3.6055773378968015
362,laranja,massape,7.38,12.8,1.6,1223.813696221616,56.783866952479535,153.87021341506787,27.829386212710226
363,soja,misturado,5.93,21.9,8.3,706.3463629262699,45.935810945702485,156.42361721751305,3.7044420850687043
364,soja,misturado,7.19,29.8,3.6,1060.0450676002697,71.92662672515911,159.60798219271103,3.6391193271891136
365,laranja,latossolo,5.47,14.9,9.1,553.7137142205469,30.035371518035564,245.71697967042175,30.992689572201805
366,soja,,4.88,14.6,5.7,810.5315077885269,44.96578597861305,131.39558860355575,3.0383343779431558
367,soja,misturado,5.92,18.9,1.8,714.4871294275083,24.087384723796287,178.16729812834387,3.1231851406440496
368,laranja,misturado,4.84,32.2,1.4,1113.8558915144881,36.076899582506364,187.0047271209367,33.29065049366184
369,soja,arenoso,5.96,8.0,5.8,,41.66835057101121,170.98659115384558,3.0933065034196177
370,laranja,massape,7.26,,7.6,985.8700470844944,39.380190482825284,129.12572363642576,21.55737931867772
371,soja,argiloso,6.06,12.2,7.8,900.1420243131927,45.803109459232516,157.2362404384502,3.0855927700944084
372,laranja,arenoso,6.35,34.7,2.8,864.9102340540979,59.574143448770805,144.38053431402895,35.797028411095596
373,laranja,latossolo,4.97,33.8,2.0,1234.3165901488796,57.996263781818314,267.5526216067082,25.324816678042016
374,soja,latossolo,4.63,21.4,0.2,1251.9394384668622,33.45998123863051,122.53417287412165,3.4310619167946768
375,soja,misturado,4.83,21.8,6.8,871.1214363094057,44.54468817204526,95.2452884248663,3.0537248298514204
376,soja,misturado,6.3,21.0,0.8,830.8167398800011,56.91144562439166,149.62789851401547,3.6053702217941463
377,cana,latossolo,4.79,25.2,4.2,598.6253362393666,60.53604761144259,145.39810815427964,91.44159028843627
378,cana,misturado,5.63,10.4,6.0,899.148202552158,35.08264973018771,161.8106112101178,67.10578310601565
379,cana,argiloso,6.15,8.9,9.4,1290.6606511491982,55.622466822003595,122.5532038679201,88.21638384503176
380,laranja,misturado,5.67,9.6,3.1,874.2529320944153,49.96719763781552,156.6224087959726,19.587065563507164
381,soja,massape,4.99,20.0,2.5,1045.7518566287558,29.010163296916065,157.77642233827268,3.078372881028436
382,laranja,misturado,5.32,15.4,6.5,620.5005352161471,57.002369438786026,204.3593813616003,27.942830416838113
383,cana,,7.28,24.8,6.2,813.0450140532797,47.27314812648704,155.5803830225491,107.16239098554996
384,soja,argiloso,6.53,34.8,3.3,992.4930611605301,18.87914090510211,156.14850183789534,3.4271649860396702
385,laranja,arenoso,5.99,18.4,9.3,921.1724796096106,40.59219658932946,180.98078278251103,24.164569563684786
386,soja,arenoso,4.54,23.5,8.4,1064.9334668821123,45.59786312377459,202.05930379089102,3.1731159589933595
387,laranja,massape,7.48,19.2,2.2,779.4656230882672,35.912632817736096,90.97945274240527,32.62098387221252
388,soja,argiloso,6.51,30.9,2.4,550.002290235267,63.42342638247787,74.86076640799071,2.998593263304013
389,cana,argiloso,5.45,32.4,5.1,1124.418046064454,63.967027360171585,251.7287777630287,98.16374197601789
390,cana,argiloso,7.14,31.7,7.7,712.7701421458183,39.262647616307326,192.24452627568948,78.72338466343125
391,soja,argiloso,5.28,34.3,0.4,1001.3208055003968,37.61661717969387,136.83680182023582,2.9338723377951528
392,laranja,argiloso,6.13,8.7,6.9,990.1713732976831,43.03147989946019,151.18211619798785,25.544985195486145
393,cana,massape,6.41,30.7,6.5,567.2493609936016,41.998791512899786,126.4462984002104,65.60458715094316
394,cana,misturado,5.16,28.3,2.3,1109.825083448005,36.11247159297116,162.67684346649312,58.929076226188464
395,cana,arenoso,,14.2,6.8,786.6865610942061,5.0,91.68976863571872,84.0095753281497
396,soja,argiloso,6.74,33.8,9.4,911.0109243973923,71.32217813399421,200.41001910539558,3.273080848662576
397,soja,misturado,6.17,12.0,0.5,828.3634872068887,45.006269456672136,160.5272039177101,3.4025847138146665
398,laranja,misturado,5.04,26.3,3.2,1224.5183004465819,42.325348321063856,162.69762576200108,27.562629076372136
399,laranja,arenoso,4.66,14.1,4.4,1168.6980416368126,49.87753695077926,96.36345703928868,39.646265620529114
400,laranja,massape,5.46,19.6,9.0,537.5330832458556,43.79913377198865,181.45602580635813,28.842046716363487
401,soja,latossolo,6.76,27.4,9.6,1351.7654243816378,38.54526233031826,97.74170141123753,2.749414857553358
402,soja,latossolo,5.31,23.2,4.4,764.3386534969608,29.915310204120757,108.47094840547285,2.8520340577189662
403,laranja,misturado,6.12,19.5,7.5,1320.4873353963676,17.420808352564563,155.25731540650509,28.001523346743642
404,laranja,arenoso,6.68,16.8,5.3,848.7580855720031,24.684316050684096,300.4399139769391,25.822866912207648
405,soja,latossolo,4.82,30.7,5.4,831.816658781613,28.249888999347792,160.28796800128856,2.808608041134614
406,laranja,misturado,6.56,11.9,2.8,850.5344533844356,54.76383237061454,20.0,27.705759586835683
407,,massape,4.78,19.6,2.2,819.842071004102,55.86934720146592,111.44991699835498,84.4693092474119
408,soja,latossolo,7.4,32.4,2.9,1404.8793075646445,31.773013432998432,191.02374673323442,3.9382774933986857
409,laranja,misturado,5.97,30.8,5.6,884.7273601358731,5.045187893439078,82.29234330095257,23.41955146438952
410,soja,misturado,4.95,18.8,0.3,839.5407134922621,45.136810792528145,199.8661464687396,3.132908877636731
411,cana,argiloso,5.53,28.6,9.1,915.4021514985889,38.676866765110226,159.52923448590178,104.11139666914758
412,soja,massape,5.74,30.2,1.6,706.532960615059,38.30606269949803,209.47963155544656,3.4314344831722434
413,soja,argiloso,6.77,32.0,2.2,1219.4241068580502,59.33906213646547,116.46875344494016,2.931218108992247
414,soja,arenoso,6.73,22.7,5.2,605.7838328613738,47.079789382092784,111.79296510403705,3.0141071261956363
415,soja,argiloso,6.34,13.5,7.1,777.198278585719,30.35430527219881,183.8991094970707,2.8143364979861354
416,cana,argiloso,4.82,14.9,1.0,1087.3320619693584,26.903804490614256,149.54829750167045,85.92727153208392
417,soja,latossolo,4.95,16.0,3.2,908.4704261534864,41.06082964522565,145.91863129282353,3.7124639939342683
418,soja,,4.78,24.0,9.7,1009.8430365000092,31.403808567155373,244.1381921369438,3.9523605102529302
419,laranja,massape,6.23,8.9,2.6,1206.632823337086,43.91403563958574,186.24845562370712,20.568591345326112
420,soja,argiloso,7.13,25.2,3.1,1100.760309666496,60.39213066602949,30.604621998256334,3.647646894793332
421,laranja,massape,5.8,17.8,8.4,927.495269028229,24.303263826008248,197.94408735098324,28.82156398900274
422,cana,argiloso,4.98,16.0,0.5,1317.8685299703598,46.316691522134526,191.93812802490731,81.85683562195904
423,cana,arenoso,6.17,31.7,4.6,774.3327702407533,58.72574974004085,221.09467723340595,79.9919435214482
424,cana,argiloso,6.94,20.4,3.8,879.9380718014894,43.707189962728364,93.61809482558945,61.94881796926343
425,cana,latossolo,6.73,10.6,3.2,893.9119336994468,55.8237134267648,169.48834951260739,92.65598354881895
426,laranja,misturado,7.14,30.3,2.9,879.5156467966041,40.690912618268065,156.6978012745909,21.405716120783254
427,soja,arenoso,5.33,9.3,0.9,686.1578686077679,47.56242119135455,92.54208915121481,3.0007216739769165
428,cana,argiloso,5.08,27.6,3.1,583.2700349679003,51.61177398513264,206.80599407439485,90.01581561463955
429,soja,massape,7.14,28.9,0.4,983.4403148758387,36.41996342605298,135.50724004143706,2.5733457718203576
430,laranja,arenoso,6.47,17.5,7.8,773.3052428898686,74.86014025784999,219.16394347514006,
431,laranja,arenoso,5.43,30.3,4.0,1281.561757796256,53.663702704978824,105.42847289595144,34.0933132957177
432,laranja,argiloso,,21.9,4.4,885.4915353529522,64.54478248075381,62.36487175203628,28.610294397863647
433,cana,arenoso,6.95,20.5,8.9,849.7021485017019,61.06535919541152,135.44602907813132,77.05358359450753
434,soja,massape,6.34,9.2,6.6,1118.8679572805308,49.90933903925117,163.91479095374683,3.3503984617214035
435,soja,arenoso,6.56,15.8,0.1,980.4385274895444,65.78684133539711,117.94824436686528,3.5677905350038945
436,soja,massape,5.63,33.1,9.4,864.8965144425903,47.81872066787876,20.0,3.7499071564950706
437,laranja,argiloso,6.12,18.6,2.4,771.8536504471114,34.05337075238455,173.0189486951262,22.437824123201057
438,cana,misturado,6.07,22.8,1.1,1631.540360799815,45.22228847344445,172.73884143132153,72.70194204505387
439,laranja,arenoso,7.04,22.4,7.7,972.3571524523477,29.90749631377303,191.23003671245797,31.041716493393636
440,laranja,misturado,7.02,23.9,5.0,1116.8859154768793,13.474435078352968,127.17045386695335,31.202062842500506
441,soja,massape,7.0,9.7,4.3,695.410895953301,32.21186635411462,123.89689605708557,2.7624124072919534
442,laranja,arenoso,4.53,17.8,2.5,784.402922715265,46.09322299456312,236.41930636808948,23.063446622556015
443,soja,latossolo,6.75,27.5,5.5,1322.4691776580576,60.92887178232122,55.475718850697035,3.222501079655418
444,cana,misturado,6.78,13.4,2.7,1179.386187871127,32.167211931354686,135.17293237994159,85.28291493316614
445,soja,arenoso,6.54,13.5,9.0,991.5244207466567,60.15243680290732,158.53811076790834,
446,cana,misturado,6.77,8.3,2.2,823.6858216405953,26.839755212896844,186.36130980085446,68.68811431981072
447,soja,arenoso,7.03,19.8,8.8,853.1928456086848,31.207163007908246,,3.316731108201395
448,laranja,argiloso,5.91,31.8,5.6,764.7778529487741,66.73734905094678,94.68044169230646,24.413146525647786
449,laranja,misturado,6.01,9.4,8.3,668.6301339722718,45.71431529943744,220.05683688125126,22.168411867048352
450,cana,latossolo,4.87,13.2,7.1,1084.7688368522029,42.39567082073035,150.11444473661444,84.86804741906357
451,cana,latossolo,5.66,16.4,7.0,1007.7662445584117,48.5291998486174,49.919837610518144,83.64407644374782
452,cana,massape,6.43,27.8,3.2,1047.2157632684546,26.903951239229315,162.55059904640365,94.62031885907172
453,soja,arenoso,6.84,25.3,2.3,832.6204024075472,40.03727807139266,178.51661227328785,2.955612653094618
454,soja,misturado,5.15,19.2,2.1,951.1277950266327,45.03991737189828,267.6446372038869,3.394068174791432
455,cana,massape,4.91,28.5,8.6,813.5912470051732,63.47071404269148,174.52508093221752,66.17589773885692
456,laranja,misturado,6.49,24.5,8.2,754.5383874459387,19.94374291047898,61.07846567909267,26.625721613937383
457,soja,arenoso,4.51,32.2,4.4,1233.412487228435,71.44485473063656,63.18592255149861,3.485471133998262
458,soja,latossolo,5.04,30.1,1.3,924.3014593681486,43.13028392512435,225.52256749189604,3.519208490847652
459,soja,argiloso,4.59,14.8,3.8,1001.4908676573081,28.341656265494862,101.83181919905164,3.5219335183874567
460,cana,latossolo,5.0,15.3,6.2,1067.1508027715001,25.625479257984132,57.02513615129041,94.65250956700399
461,cana,massape,5.04,11.4,4.5,926.8081772466048,49.09723975506309,210.03065206550593,79.65052199377048
462,cana,argiloso,5.66,17.1,7.8,948.1265488050309,24.791857798972114,121.45585126711975,90.94870526107557
463,cana,massape,5.71,35.0,10.0,682.6749646092585,36.598146823603514,206.82083784957646,107.42493715049946
464,cana,arenoso,7.12,19.0,1.9,720.776994312683,41.25145408683303,95.11682968023531,79.39440820473006
465,laranja,argiloso,6.03,14.0,4.6,710.4370489743106,62.155136091072386,238.4287400199528,34.90099007949016
466,laranja,massape,6.67,28.6,4.3,1021.0916833641071,60.276801888959604,202.32382241599655,32.38236477770851
467,,arenoso,4.81,22.6,3.0,914.178130564413,,106.63887800391919,81.80411881188583
468,soja,latossolo,5.18,12.0,2.0,720.7936872468824,41.80975244668617,50.37657198632154,3.2268497995289556
469,cana,arenoso,6.61,18.3,0.7,1016.0197683270413,21.069226497363815,288.30983152524846,86.42082831600663
470,laranja,misturado,4.66,19.2,8.9,1008.6912921908212,14.413567301344198,137.38753788041123,32.100824970158
471,laranja,arenoso,5.96,28.4,4.2,761.006801740127,26.564213286110704,104.23610117545698,30.013173157667566
472,soja,arenoso,6.3,8.6,5.0,894.4344910741453,61.84646041988715,233.17849612976994,3.1100009611127266
473,laranja,misturado,6.31,15.3,9.2,1009.4283350120954,56.7012108333219,206.74559120474643,17.58973499118936
474,cana,massape,4.57,22.0,7.8,728.3289291761153,50.75154393894921,220.96779259875478,93.06608750702583
475,soja,,5.47,15.3,1.3,1013.2453529791901,23.135632700691346,144.08950334893612,2.527000909982523
476,cana,arenoso,6.41,25.0,5.7,960.2047208327123,34.325106339132816,262.8632814194175,68.60824351659886
477,cana,misturado,4.95,21.0,4.4,700.1600588997948,32.132684577320674,71.3629091669183,80.17027366357985
478,soja,misturado,6.59,17.8,8.0,943.9593469996204,42.510024440691566,116.87702870654871,2.814368560132384
479,cana,latossolo,6.74,33.6,7.2,973.1297173311809,41.56419665051826,173.39272534289302,88.8103411336419
480,laranja,massape,7.45,25.1,6.9,774.7997747722402,29.970647149562573,220.0866806542268,26.519059001913686
481,cana,argiloso,5.13,11.5,3.4,790.5432700267581,50.23825211847815,189.66954123148977,94.42277176506947
482,soja,massape,6.98,23.1,,698.3160138137621,48.43419570306359,145.02805584919253,2.6569129867117303
483,soja,massape,6.06,29.1,0.5,810.2002061752212,34.067653513605805,121.49112796563124,3.0352409135252807
484,soja,latossolo,5.62,27.1,1.6,897.5835979125704,49.56417587448797,220.4106515015613,3.3016797509316915
485,,argiloso,4.87,12.6,3.4,791.0955682611359,61.864280524957806,195.86376079662182,85.51273756607146
486,soja,latossolo,6.71,34.3,0.8,,66.42091165684869,97.52857243853614,3.5776145621906887
487,soja,argiloso,5.21,20.1,2.3,762.2823950726746,52.35993234914788,95.74383611621838,2.9341645678425823
488,cana,arenoso,5.61,12.3,8.3,816.5415786375995,51.91901915114034,117.27071073362909,79.38387657996401
489,laranja,argiloso,4.69,12.9,9.5,1063.3677419264504,41.39791628963533,109.57428806283751,30.536748304401847
490,cana,latossolo,6.9,10.7,3.0,1018.9529829553861,60.44569343302739,211.79045475278807,58.61727112771587
491,soja,massape,6.8,29.7,2.6,1067.2442157750004,28.94472822990319,176.14393933308105,3.453974100756917
492,soja,argiloso,6.7,11.3,2.8,752.1962206002064,58.70775215112247,183.46723442418588,3.605579446277969
493,cana,argiloso,5.4,11.4,2.8,928.3101558158687,40.68592898728796,161.50017820780656,68.99607132786113
494,laranja,misturado,5.02,31.0,0.4,415.39070019969324,67.36405240802594,164.32624292024127,26.424885258574935
495,soja,massape,6.41,17.3,9.3,985.7840796361977,53.82309610560112,55.09095507958132,3.8970639266028586
496,soja,arenoso,5.99,8.8,2.1,1022.1795347801595,43.982006533903494,197.65101946108612,3.563931319092459
497,soja,latossolo,5.03,9.4,4.2,829.6749664278152,41.4526852664359,116.19111116451344,3.478788909188346
498,cana,arenoso,6.56,11.8,0.1,959.0859623443563,52.884192816726554,148.01068001700042,96.89151178149383
499,soja,massape,7.47,13.8,8.6,597.0151449259895,52.15686521529083,121.60962467187996,4.0218180470450005
500,laranja,argiloso,6.74,26.0,7.3,739.7866019200352,39.02485493249208,158.75229390910053,28.092670349091858
501,soja,argiloso,6.72,12.2,9.5,1053.0898476864552,46.3775363740252,184.38563563463975,3.13712439831119
502,soja,massape,,11.2,7.8,1002.2506557079149,58.44585131022903,89.46869804860026,3.6954153643895724
503,laranja,argiloso,5.11,28.6,3.1,,24.54965613179625,165.16495345464014,27.06273432025245
504,soja,argiloso,6.2,26.1,2.5,1062.2724634809422,55.888173308305696,123.0598452747686,2.9287925367924226
505,cana,argiloso,7.44,19.8,7.0,927.6596233599822,52.818218675390305,229.28752655256022,78.51920496415309
506,cana,latossolo,5.0,22.8,3.6,799.1558072155681,62.79971213342236,83.12247582122232,88.74795498470057
507,cana,latossolo,6.6,16.4,5.7,863.4345378793413,34.265194480451434,89.84902382615677,79.60485037106943
508,laranja,misturado,6.26,21.0,0.1,808.9164617376929,45.08574129139336,,26.125123762860433
509,soja,arenoso,6.26,21.7,0.6,663.2448098362944,48.07602564007343,94.46137709916968,2.889073674141918
510,cana,massape,6.59,18.5,5.4,1151.3371611804203,56.08194775800353,136.53713922078526,102.22439819443375
511,laranja,massape,7.29,32.5,5.7,786.3951133414818,51.436753937415006,118.32686963305721,26.286866401562644
512,soja,massape,6.85,8.4,7.5,733.5278571406177,26.406673517815882,155.30474266210877,3.015395611753904
513,laranja,misturado,4.67,29.1,1.3,594.1303358973282,49.36566049292469,,24.974385966971933
514,cana,latossolo,7.06,11.4,5.1,372.80642648217463,75.06343161405613,154.27677634105646,94.63031169954573
515,cana,misturado,5.18,29.5,1.9,1040.2993736237975,54.176363639419726,159.74127364898865,91.87838294203794
516,cana,massape,5.63,24.6,0.9,1058.7217374072425,69.57070416804899,86.560643831274,78.97774355028552
517,laranja,arenoso,5.89,30.8,,1138.6077169189416,60.64592065942219,141.95642677109223,28.1615651898771
518,laranja,argiloso,5.94,10.6,1.6,870.1921367659636,65.43602903157614,124.69473170343616,29.383522119262423
519,cana,,5.81,23.1,2.2,835.601494541281,49.649529914770575,190.8984578184291,76.55103168993273
520,laranja,latossolo,7.31,21.5,3.2,798.4553773393718,52.82767664418176,104.12598100783816,20.296886063050035
521,cana,misturado,6.62,27.1,2.6,816.6884740323594,48.83276634962062,98.360664449326,91.18044903317494
